,imaging_complete,imaging_complete,images_available,images_available,report_available,report_available,repeat_visit,repeat_visit,why_imaging_not_available,why_imaging_not_available,why_repeat_visit,why_repeat_visit
,count,proportion,count,proportion,count,proportion,count,proportion,count,proportion,count,proportion
YES,74.0,0.7184466019417476,44,0.42718446601941745,66,0.6407766990291263,9.0,0.08737864077669903,,,,
SOME,,,3,0.02912621359223301,2,0.019417475728155338,,,,,,
NO,28.0,0.27184466019417475,30,0.2912621359223301,8,0.07766990291262135,52.0,0.5048543689320388,,,,
N/A,,,25,0.24271844660194175,26,0.2524271844660194,41.0,0.39805825242718446,,,,
