,imaging_complete,imaging_complete,images_available,images_available,report_available,report_available,repeat_visit,repeat_visit
,count,proportion,count,proportion,count,proportion,count,proportion
YES,122.0,0.8026315789473685,62,0.40789473684210525,105,0.6907894736842105,9.0,0.05921052631578947
SOME,,,7,0.046052631578947366,4,0.02631578947368421,,
NO,29.0,0.19078947368421054,57,0.375,16,0.10526315789473684,55.0,0.3618421052631579
N/A,,,25,0.16447368421052633,26,0.17105263157894737,41.0,0.26973684210526316
